mode,load,0_efficientnet_b6-2,1_mobilenet_v2-32,2_squeezenet1_1-4,3_vgg19-32
mps-uncap,1.0,0.008344650268554688,0.003814697265625,0.0007152557373046875,0.000476837158203125
