mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,13.101696968078613,20.384550094604492,9.370088577270508
mps-uncap,0.9,23.578166961669922,31.119346618652344,14.787912368774414
mps-uncap,1.0,442.90661811828613,153.5264253616333,95.78847885131836
mps-uncap,0.5,8.21065902709961,10.916948318481445,3.2994747161865234
mps-uncap,0.6,9.558916091918945,12.737512588500977,5.539536476135254
mps-uncap,0.7,10.324358940124512,16.487598419189453,7.660150527954102
mps-uncap,0.1,7.240176200866699,9.975910186767578,2.273082733154297
mps-uncap,0.2,7.309198379516602,10.006070137023926,2.266407012939453
mps-uncap,0.3,7.358312606811523,10.133743286132812,2.259969711303711
mps-uncap,0.4,7.59577751159668,10.355234146118164,2.2835731506347656
