mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,15.389323234558107,11.670804023742676,11.574935913085938
mps-uncap,0.9,17.367887496948242,11.826753616333008,11.822390556335451
mps-uncap,1.0,15.885114669799805,12.135863304138184,12.146186828613281
mps-uncap,0.5,11.961984634399416,11.03963851928711,10.105562210083008
mps-uncap,0.6,12.961578369140625,11.255550384521484,10.761666297912598
mps-uncap,0.7,14.052081108093263,11.45625114440918,11.264419555664062
mps-uncap,0.1,7.7507972717285165,10.13031005859375,2.343344688415527
mps-uncap,0.2,10.364770889282227,10.581755638122559,5.54656982421875
mps-uncap,0.3,11.087512969970705,10.695934295654297,8.094215393066406
mps-uncap,0.4,11.646294593811037,10.8184814453125,9.027385711669924
