mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,63.60903024673459,92.0819616317749,64.2651653289795
mps-uncap,0.9,288.3982181549077,162.75110244750846,153.13642024993905
mps-uncap,1.0,1735.0680875778198,949.9268770217894,396.0381317138671
mps-uncap,0.5,20.622582435607924,30.418381690979018,15.085210800170914
mps-uncap,0.6,28.224730491638176,47.814722061157156,20.676269531250004
mps-uncap,0.7,35.727934837341316,56.372690200805664,38.056991100311265
mps-uncap,0.1,4.605746269226069,8.90966415405273,1.6099786758422898
mps-uncap,0.2,10.033109188079832,11.798789501190171,4.715204238891598
mps-uncap,0.3,11.041169166564918,16.72692298889163,6.895160675048841
mps-uncap,0.4,13.91872882843012,22.191786766052243,8.332700729370146
