mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,131.77206959240706,2146.8526231092214,134.97953109185406
mps-uncap,0.9,143.77183723856461,2366.8951906112866,155.70842357823676
mps-uncap,1.0,160.14386519160027,2672.447158316866,166.586994792124
mps-uncap,0.5,81.77971543038836,1392.7460299363504,83.15587679327248
mps-uncap,0.6,95.91108535565628,1649.115735542037,103.41118920774558
mps-uncap,0.7,109.96918383797824,1906.5299249918519,115.37913767786318
mps-uncap,0.1,16.516975606616978,271.19212231226186,16.333909642570962
mps-uncap,0.2,31.00963534944625,527.2476833367804,32.99556660439246
mps-uncap,0.3,46.557793129162555,807.5568136665703,48.73268038022998
mps-uncap,0.4,64.91172564744541,1028.4302775374729,67.18304007997796
