mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,114.04633522033691,129.5933723449707,109.88473892211914
mps-uncap,0.9,381.7925453186035,247.3289966583252,245.3758716583252
mps-uncap,1.0,1811.7728233337402,1011.0607147216797,477.71358489990234
mps-uncap,0.5,43.72262954711914,64.50223922729492,45.265913009643555
mps-uncap,0.6,56.21004104614258,82.13329315185547,46.47350311279297
mps-uncap,0.7,72.88694381713867,94.76041793823242,78.49860191345215
mps-uncap,0.1,17.31109619140625,23.16141128540039,11.387825012207031
mps-uncap,0.2,24.3985652923584,28.41806411743164,14.906883239746094
mps-uncap,0.3,31.463623046875,34.68799591064453,26.427507400512695
mps-uncap,0.4,36.49640083312988,54.291486740112305,27.051448822021484
