mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,22.37701416015625,12.956857681274414,13.338804244995117
mps-uncap,0.9,22.499799728393555,14.645576477050781,14.355182647705078
mps-uncap,1.0,21.621227264404297,13.343095779418945,16.05987548828125
mps-uncap,0.5,20.319700241088867,12.102365493774414,11.878728866577148
mps-uncap,0.6,21.44002914428711,12.577295303344727,12.58993148803711
mps-uncap,0.7,21.828174591064453,12.200355529785156,13.718605041503906
mps-uncap,0.1,13.56363296508789,10.843038558959961,11.363983154296875
mps-uncap,0.2,14.276981353759766,11.276483535766602,11.367082595825195
mps-uncap,0.3,17.75336265563965,12.422800064086914,11.421442031860352
mps-uncap,0.4,17.135143280029297,11.74306869506836,11.548995971679688
