mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,75.92169046401975,103.40278148651123,73.52848052978523
mps-uncap,0.9,301.9969701766972,174.68700408935413,164.05797243118323
mps-uncap,1.0,1747.2675848007202,961.7379546165465,407.66864776611317
mps-uncap,0.5,28.701696395874038,41.78710460662847,23.18331718444826
mps-uncap,0.6,39.359841346740716,58.599009513854845,29.536893367767348
mps-uncap,0.7,46.89947128295899,67.75879859924316,49.51856374740594
mps-uncap,0.1,12.624630928039544,18.767652511596676,9.47039842605591
mps-uncap,0.2,17.591853141784664,22.066073417663564,10.972547531127926
mps-uncap,0.3,19.369831085204922,26.88854217529299,12.43222236633301
mps-uncap,0.4,23.627102375030507,32.85167217254636,15.835180282592804
