mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,2.7496814727783203,9.860754013061523,1.943826675415039
mps-uncap,0.9,2.7234554290771484,9.86623764038086,1.9326210021972656
mps-uncap,1.0,2.74658203125,10.029315948486328,2.0275115966796875
mps-uncap,0.5,2.7413368225097656,9.847879409790039,1.9500255584716797
mps-uncap,0.6,2.790689468383789,9.840011596679688,1.9350051879882812
mps-uncap,0.7,2.697467803955078,9.849786758422852,1.9345283508300781
mps-uncap,0.1,2.750396728515625,9.822845458984375,1.9202232360839844
mps-uncap,0.2,2.765655517578125,9.813070297241211,1.9309520721435547
mps-uncap,0.3,2.7589797973632812,9.807109832763672,1.9207000732421875
mps-uncap,0.4,2.7801990509033203,9.817838668823242,1.9245147705078125
