mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,8.764266967773438,10.994315147399902,7.768869400024414
mps-uncap,0.9,11.110782623291016,11.436939239501953,10.138273239135742
mps-uncap,1.0,12.739419937133789,11.785507202148438,11.770248413085938
mps-uncap,0.5,6.828546524047852,10.299444198608398,2.277851104736328
mps-uncap,0.6,6.888866424560547,10.509729385375977,3.0624866485595703
mps-uncap,0.7,7.212042808532715,10.731220245361328,6.3675642013549805
mps-uncap,0.1,7.163524627685547,9.912490844726562,2.208709716796875
mps-uncap,0.2,7.163882255554199,9.922981262207031,2.1965503692626953
mps-uncap,0.3,7.121562957763672,9.946107864379883,2.183198928833008
mps-uncap,0.4,7.098793983459473,10.0555419921875,2.1905899047851562
