mode,load,0_mobilenet_v3_large-2,1_vgg11-32,2_vgg16-2
mps-uncap,0.8,98.10352325439453,117.91610717773438,98.65784645080566
mps-uncap,0.9,378.5524368286133,235.6884479522705,233.9472770690918
mps-uncap,1.0,1796.187162399292,999.3500709533691,466.0601615905762
mps-uncap,0.5,34.6531867980957,54.10432815551758,35.163164138793945
mps-uncap,0.6,51.58877372741699,70.6791877746582,41.52321815490723
mps-uncap,0.7,62.22343444824219,82.87453651428223,67.04258918762207
mps-uncap,0.1,10.54525375366211,13.31639289855957,4.548788070678711
mps-uncap,0.2,14.039993286132812,18.1729793548584,7.423162460327148
mps-uncap,0.3,24.70254898071289,24.040937423706055,15.398502349853516
mps-uncap,0.4,29.466629028320312,43.0302619934082,24.15156364440918
