mode,load,0_mobilenet_v2-2,1_resnet101-32
mps-uncap,0.1,12.257099151611328,52.44779586791992
mps-uncap,0.2,26.18885040283203,145.55668830871582
mps-uncap,0.3,31.962156295776367,106.50849342346191
mps-uncap,0.4,40.918588638305664,191.0693645477295
mps-uncap,0.5,66.1470890045166,359.9388599395752
mps-uncap,0.6,94.82359886169434,324.74231719970703
mps-uncap,0.7,102.57196426391602,389.0519142150879
mps-uncap,0.8,128.6642551422119,715.9402370452881
mps-uncap,0.9,201.45392417907715,1123.0599880218506
mps-uncap,1.0,1402.278184890747,6785.591602325439
mps-uncap,1.1,10023.567914962769,15355.389595031738
mps-uncap,1.2,10188.938617706299,22837.7947807312
mps-uncap,1.3,10263.697862625122,28944.140672683716
mps-uncap,1.4,10351.308345794678,32923.85268211365
mps-uncap,1.5,9890.721559524536,43238.47436904907
orion,0.1,100.86512565612793,48.795461654663086
orion,0.2,174.3791103363037,74.14841651916504
orion,0.3,245.8975315093994,98.0687141418457
orion,0.4,537.0762348175049,98.0832576751709
orion,0.5,518.190860748291,146.91519737243652
orion,0.6,998.0454444885254,243.5758113861084
orion,0.7,2468.749761581421,217.10896492004395
orion,0.8,21245.14079093933,294.3408489227295
orion,0.9,29998.084783554077,214.98584747314453
orion,1.0,44019.35625076294,441.78271293640137
orion,1.1,76264.54138755798,813.1287097930908
orion,1.2,97299.34883117676,1471.5430736541748
orion,1.3,111889.44506645203,1276.5326499938965
orion,1.4,115594.35057640076,5894.018650054932
orion,1.5,116074.41711425781,11947.212934494019
ts,0.1,13.857603073120117,40.34852981567383
ts,0.2,20.727872848510742,98.1752872467041
ts,0.3,72.13950157165527,206.6175937652588
ts,0.4,35.60686111450195,275.7730484008789
ts,0.5,56.862831115722656,405.4598808288574
ts,0.6,63.77601623535156,405.14516830444336
ts,0.7,80.17444610595703,759.5467567443848
ts,0.8,448.2853412628174,1993.2312965393066
ts,0.9,120.00083923339844,9898.048400878906
ts,1.0,573.6784934997559,22436.485528945923
ts,1.1,1266.1080360412598,34038.14482688904
ts,1.2,2881.4568519592285,43458.240270614624
ts,1.3,8483.311176300049,50375.28133392334
ts,1.4,9478.392601013184,53201.436042785645
ts,1.5,8584.827899932861,58729.16531562805
