mode,load,0_mobilenet_v2-2,1_resnet101-32
mps-uncap,0.1,7.898569107055664,48.49743843078613
mps-uncap,0.2,7.997751235961914,48.460960388183594
mps-uncap,0.3,8.12220573425293,48.32053184509277
mps-uncap,0.4,8.487939834594727,48.41041564941406
mps-uncap,0.5,8.002758026123047,48.43783378601074
mps-uncap,0.6,8.142709732055664,48.486948013305664
mps-uncap,0.7,8.157491683959961,48.63929748535156
mps-uncap,0.8,8.173704147338867,48.42400550842285
mps-uncap,0.9,8.104801177978516,48.69580268859863
mps-uncap,1.0,8.131980895996094,49.196481704711914
mps-uncap,1.1,8.571386337280273,51.181793212890625
mps-uncap,1.2,14.660835266113281,51.33795738220215
mps-uncap,1.3,9.102344512939453,51.15103721618652
mps-uncap,1.4,14.321565628051758,51.36752128601074
mps-uncap,1.5,15.665769577026367,51.46050453186035
orion,0.1,6.591558456420898,48.64692687988281
orion,0.2,6.633281707763672,48.708438873291016
orion,0.3,6.6623687744140625,48.69532585144043
orion,0.4,6.862163543701172,48.70152473449707
orion,0.5,6.561279296875,48.6903190612793
orion,0.6,6.580352783203125,48.6907958984375
orion,0.7,6.745100021362305,48.75612258911133
orion,0.8,7.174491882324219,48.73943328857422
orion,0.9,7.560491561889648,48.76232147216797
orion,1.0,56.44655227661133,48.780202865600586
orion,1.1,16.517162322998047,48.653364181518555
orion,1.2,7.833003997802734,48.665761947631836
orion,1.3,12.026309967041016,48.72250556945801
orion,1.4,33.19835662841797,48.957109451293945
orion,1.5,64.50724601745605,49.0109920501709
ts,0.1,7.894039154052734,48.37441444396973
ts,0.2,7.900238037109375,48.29740524291992
ts,0.3,8.022069931030273,48.22969436645508
ts,0.4,8.077144622802734,48.23136329650879
ts,0.5,8.024454116821289,48.407793045043945
ts,0.6,8.327722549438477,48.3248233795166
ts,0.7,8.081436157226562,48.44474792480469
ts,0.8,7.908821105957031,48.50006103515625
ts,0.9,8.188486099243164,52.31976509094238
ts,1.0,7.937431335449219,61.06066703796387
ts,1.1,7.996082305908203,62.219858169555664
ts,1.2,8.495330810546875,59.66782569885254
ts,1.3,8.005142211914062,65.45186042785645
ts,1.4,10.168313980102539,65.23251533508301
ts,1.5,10.153532028198242,67.98982620239258
