mode,load,0_mobilenet_v2-2,1_resnet101-32
mps-uncap,0.1,9.107708930969238,55.248379707336426
mps-uncap,0.2,13.671112060546868,78.63647937774658
mps-uncap,0.3,15.713691711425781,84.12041664123537
mps-uncap,0.4,18.086004257202138,102.91121006011963
mps-uncap,0.5,21.559596061706543,126.87525749206546
mps-uncap,0.6,25.82085132598877,151.70063972473153
mps-uncap,0.7,33.28275680541992,195.8993911743164
mps-uncap,0.8,49.2171049118042,318.9552783966065
mps-uncap,0.9,76.12972259521483,608.7877750396732
mps-uncap,1.0,784.9009037017822,5456.440734863281
mps-uncap,1.1,9283.721446990967,14308.370971679686
mps-uncap,1.2,10005.205011367798,21027.937173843384
mps-uncap,1.3,10253.534579277039,24657.625126838684
mps-uncap,1.4,9797.793769836426,30117.23518371582
mps-uncap,1.5,9871.983814239502,39279.77566719056
orion,0.1,12.007665634155273,52.95069217681885
orion,0.2,47.02842235565184,52.58679389953613
orion,0.3,56.513357162475586,84.4904899597168
orion,0.4,98.13666343688965,92.18692779541016
orion,0.5,162.98270225524902,96.77543640136719
orion,0.6,360.22028923034674,97.88377285003662
orion,0.7,1149.9269485473633,98.63104820251465
orion,0.8,18265.238571166992,146.25566005706796
orion,0.9,27947.307682037354,143.55077743530273
orion,1.0,42319.02418136597,195.9165096282959
orion,1.1,68067.63792037964,343.274450302124
orion,1.2,78229.97093200684,610.2814674377441
orion,1.3,97727.77652740479,1030.2034139633179
orion,1.4,102847.07217216493,5352.863287925721
orion,1.5,104446.49753570557,10276.23381614685
ts,0.1,9.608626365661621,56.56943321228028
ts,0.2,12.67046928405762,77.20389366149904
ts,0.3,15.024852752685549,101.30867958068849
ts,0.4,15.935015678405758,114.71283435821533
ts,0.5,18.415737152099613,162.22631931304932
ts,0.6,26.237654685974125,228.82833480834967
ts,0.7,26.20992660522461,320.0391292572022
ts,0.8,30.411577224731445,1372.3601579666135
ts,0.9,43.67537498474121,7654.280710220338
ts,1.0,65.86790084838869,20337.10870742798
ts,1.1,116.92137718200682,30283.034920692444
ts,1.2,2152.651500701904,39284.05001163483
ts,1.3,7850.089526176453,45172.511768341064
ts,1.4,9393.239736557007,47786.42866611481
ts,1.5,8541.649627685547,53379.24029827119
