mode,load,0_mobilenet_v2-2,1_resnet101-32
mps-uncap,0.1,0.04124641418457031,0.04315376281738281
mps-uncap,0.2,0.03933906555175781,0.043392181396484375
mps-uncap,0.3,0.03218650817871094,0.039577484130859375
mps-uncap,0.4,0.03528594970703125,0.03838539123535156
mps-uncap,0.5,0.03218650817871094,0.03886222839355469
mps-uncap,0.6,0.03600120544433594,0.04315376281738281
mps-uncap,0.7,0.03743171691894531,0.041484832763671875
mps-uncap,0.8,0.03314018249511719,0.03838539123535156
mps-uncap,0.9,0.036716461181640625,0.03814697265625
mps-uncap,1.0,0.03719329833984375,0.04410743713378906
mps-uncap,1.1,0.04506111145019531,0.051975250244140625
mps-uncap,1.2,0.05078315734863281,0.05745887756347656
mps-uncap,1.3,0.0457763671875,0.04601478576660156
mps-uncap,1.4,0.05030632019042969,0.04792213439941406
mps-uncap,1.5,0.06008148193359375,0.057220458984375
orion,0.1,0.02956390380859375,0.030279159545898438
orion,0.2,0.028371810913085938,0.028848648071289062
orion,0.3,0.020503997802734375,0.026226043701171875
orion,0.4,0.021457672119140625,0.030040740966796875
orion,0.5,0.022172927856445312,0.027179718017578125
orion,0.6,0.021457672119140625,0.026226043701171875
orion,0.7,0.026941299438476562,0.027179718017578125
orion,0.8,0.02956390380859375,0.028133392333984375
orion,0.9,0.035762786865234375,0.027894973754882812
orion,1.0,0.18453598022460938,0.027418136596679688
orion,1.1,0.19216537475585938,0.027894973754882812
orion,1.2,0.031948089599609375,0.028848648071289062
orion,1.3,0.028848648071289062,0.02956390380859375
orion,1.4,0.08392333984375,0.05650520324707031
orion,1.5,0.034809112548828125,0.03814697265625
ts,0.1,0.036716461181640625,0.04029273986816406
ts,0.2,0.03647804260253906,0.04220008850097656
ts,0.3,0.03814697265625,0.04076957702636719
ts,0.4,0.03409385681152344,0.03910064697265625
ts,0.5,0.030040740966796875,0.04100799560546875
ts,0.6,0.03170967102050781,0.04482269287109375
ts,0.7,0.03695487976074219,0.041484832763671875
ts,0.8,0.030755996704101562,0.042438507080078125
ts,0.9,0.0324249267578125,0.049114227294921875
ts,1.0,0.03147125244140625,0.03337860107421875
ts,1.1,0.030994415283203125,0.05269050598144531
ts,1.2,0.037670135498046875,0.05602836608886719
ts,1.3,0.04696846008300781,0.05888938903808594
ts,1.4,0.04839897155761719,0.05817413330078125
ts,1.5,0.05888938903808594,0.051021575927734375
