mode,load,0_mobilenet_v2-2,1_resnet101-32
mps-uncap,0.1,8.125901222229004,49.1945743560791
mps-uncap,0.2,8.252382278442383,49.28886890411377
mps-uncap,0.3,8.524417877197266,49.610257148742676
mps-uncap,0.4,8.941173553466797,50.20439624786377
mps-uncap,0.5,9.765148162841797,51.64623260498047
mps-uncap,0.6,12.375831604003906,66.46132469177246
mps-uncap,0.7,14.640092849731445,81.6044807434082
mps-uncap,0.8,19.32978630065918,106.08887672424316
mps-uncap,0.9,27.987241744995117,217.87261962890625
mps-uncap,1.0,123.6274242401123,2311.3396167755127
mps-uncap,1.1,4830.700159072876,9143.528461456299
mps-uncap,1.2,8591.612577438354,12462.14497089386
mps-uncap,1.3,10203.41145992279,14528.22756767273
mps-uncap,1.4,9750.009536743164,16663.592219352722
mps-uncap,1.5,9844.268679618835,22530.850887298584
orion,0.1,7.037997245788574,48.985838890075684
orion,0.2,7.147073745727539,48.995018005371094
orion,0.3,7.2269439697265625,49.0262508392334
orion,0.4,9.958505630493164,49.07786846160889
orion,0.5,19.41061019897461,49.03674125671387
orion,0.6,68.65763664245605,49.02064800262451
orion,0.7,381.206750869751,49.22676086425781
orion,0.8,7980.300307273865,49.329400062561035
orion,0.9,21939.74018096924,49.39866065979004
orion,1.0,35496.546268463135,93.98412704467773
orion,1.1,25502.851366996765,122.79319763183594
orion,1.2,35132.291316986084,183.5942268371582
orion,1.3,43841.27593040466,584.3530893325806
orion,1.4,49788.20180892944,3295.1563596725464
orion,1.5,55910.813331604004,3380.6731700897217
ts,0.1,8.233904838562012,50.20582675933838
ts,0.2,8.28099250793457,51.531076431274414
ts,0.3,8.453845977783203,54.381370544433594
ts,0.4,9.097933769226074,57.321906089782715
ts,0.5,9.752154350280762,67.771315574646
ts,0.6,10.93447208404541,94.3748950958252
ts,0.7,12.3291015625,119.53186988830566
ts,0.8,14.136314392089844,357.16772079467773
ts,0.9,17.66073703765869,4121.726751327515
ts,1.0,24.166345596313477,11982.077598571777
ts,1.1,42.113423347473145,16717.570304870605
ts,1.2,1598.2933044433594,21147.51160144806
ts,1.3,4590.28959274292,24484.700202941895
ts,1.4,9270.341873168945,26619.625449180603
ts,1.5,8497.302412986755,28222.753405570984
