mode,load,0_mobilenet_v2-2,1_resnet101-32
mps-uncap,0.1,0.0514984130859375,0.07557868957519531
mps-uncap,0.2,0.05602836608886719,0.07009506225585938
mps-uncap,0.3,0.05125999450683594,0.07176399230957031
mps-uncap,0.4,0.06699562072753906,0.08594989776611328
mps-uncap,0.5,0.08320808410644531,1.7342567443847656
mps-uncap,0.6,1.6342401504516602,16.42894744873047
mps-uncap,0.7,4.950046539306641,31.162738800048828
mps-uncap,0.8,9.529829025268555,55.07254600524902
mps-uncap,0.9,18.1119441986084,167.42396354675293
mps-uncap,1.0,113.19303512573242,2259.939193725586
mps-uncap,1.1,4821.6564655303955,9092.115640640259
mps-uncap,1.2,8582.501649856567,12410.932898521423
mps-uncap,1.3,10193.235158920288,14476.938486099243
mps-uncap,1.4,9740.148544311523,16612.144589424133
mps-uncap,1.5,9834.291934967041,22479.458451271057
orion,0.1,0.033855438232421875,0.03838539123535156
orion,0.2,0.032901763916015625,0.03719329833984375
orion,0.3,0.0324249267578125,0.035762786865234375
orion,0.4,0.043392181396484375,0.040411949157714844
orion,0.5,6.422519683837891,0.0457763671875
orion,0.6,49.253106117248535,0.058650970458984375
orion,0.7,364.5639419555664,0.0629425048828125
orion,0.8,7961.771726608276,0.07176399230957031
orion,0.9,21919.60835456848,0.08654594421386719
orion,1.0,35446.71654701233,44.96884346008301
orion,1.1,25491.092085838318,74.00751113891602
orion,1.2,34738.163232803345,134.45115089416504
orion,1.3,43398.242473602295,535.2598428726196
orion,1.4,49297.28031158447,3245.96631526947
orion,1.5,55467.347383499146,3331.5486907958984
ts,0.1,0.05555152893066406,0.06711483001708984
ts,0.2,0.048160552978515625,0.06961822509765625
ts,0.3,0.057220458984375,0.07891654968261719
ts,0.4,0.0553131103515625,0.08416175842285156
ts,0.5,0.08237361907958984,11.762738227844238
ts,0.6,1.617431640625,36.06128692626953
ts,0.7,3.6268234252929688,61.85030937194824
ts,0.8,5.619049072265625,295.116662979126
ts,0.9,9.044289588928223,4058.7122440338135
ts,1.0,15.696287155151367,11921.034336090088
ts,1.1,33.56587886810303,16649.170875549316
ts,1.2,1589.6000862121582,21079.32960987091
ts,1.3,4581.778049468994,24416.73970222473
ts,1.4,9260.963678359985,26552.727937698364
ts,1.5,8488.754510879517,28154.783844947815
