mode,load,0_efficientnet_b6-32,1_densenet169-4,2_resnet50-16
mps-uncap,1.0,49.80969429016113,35.69650650024414,13.512611389160156
mig,1.0,79.47587966918945,16.727447509765625,23.456811904907227
