mode,load,0_efficientnet_b6-32,1_densenet169-4,2_resnet50-16
mps-uncap,1.0,0.000476837158203125,0.001430511474609375,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
