mode,load,0_efficientnet_b6-32,1_densenet169-4,2_resnet50-16
mps-uncap,1.0,58.368563652038574,55.937767028808594,17.82667636871338
mig,1.0,80.15084266662598,16.88098907470703,23.70595932006836
