mode,load,0_efficientnet_b6-32,1_densenet169-4,2_resnet50-16
mps-uncap,1.0,58.75701904296875,58.007001876831055,24.798083305358887
mig,1.0,80.62448501586914,17.11711883544922,23.972749710083008
