mode,load,0_efficientnet_b6-32,1_densenet169-4,2_resnet50-16
mps-uncap,1.0,58.75725746154785,58.007240295410156,24.798154830932617
mig,1.0,80.62493801116943,17.11735725402832,23.97298812866211
