mode,load,0_efficientnet_b6-32,1_densenet169-4,2_resnet50-16
mps-uncap,1.0,59.18811559677124,58.6402416229248,26.01722240447998
mig,1.0,82.44172811508179,17.934846878051754,24.915647506713867
