mode,load,0_efficientnet_b6-32,1_densenet169-4,2_resnet50-16
mps-uncap,1.0,59.18811559677124,58.639812469482415,26.017086505889893
mig,1.0,82.44148969650269,17.934622764587402,24.915409088134766
