mode,load,0_efficientnet_b7-8,1_resnet101-8,2_vgg19-16
mps-uncap,0.8,20.833730697631836,8.905649185180664,11.464118957519531
mps-uncap,0.9,20.993947982788086,8.983135223388672,11.687040328979492
mps-uncap,1.0,25.890827178955078,9.188175201416016,11.774778366088867
mps-uncap,0.5,21.134614944458008,8.882522583007812,11.393547058105469
mps-uncap,0.6,21.006107330322266,8.931875228881836,11.53707504272461
mps-uncap,0.7,21.062374114990234,9.00721549987793,11.432647705078125
mps-uncap,0.1,22.166728973388672,10.146141052246094,11.60430908203125
mps-uncap,0.2,21.21424674987793,9.401321411132812,11.549711227416992
mps-uncap,0.3,21.179914474487305,8.960723876953125,11.457681655883789
mps-uncap,0.4,20.90287208557129,9.039878845214844,11.47770881652832
