mode,load,0_efficientnet_b7-8,1_resnet101-8,2_vgg19-16
mps-uncap,0.8,55.106163024902344,32.42897987365723,14.331579208374023
mps-uncap,0.9,82.19242095947266,46.201348304748535,15.601396560668945
mps-uncap,1.0,82.22675323486328,47.03986644744873,15.80047607421875
mps-uncap,0.5,30.076980590820312,16.209959983825684,12.987852096557617
mps-uncap,0.6,35.40468215942383,17.680883407592773,13.412237167358398
mps-uncap,0.7,42.33884811401367,21.573543548583984,13.842344284057617
mps-uncap,0.1,38.34712505340576,21.012544631958008,13.006448745727539
mps-uncap,0.2,29.09088134765625,20.735502243041992,12.82048225402832
mps-uncap,0.3,26.027560234069824,17.131328582763672,12.87531852722168
mps-uncap,0.4,27.323007583618164,16.357779502868652,12.896299362182617
