mode,load,0_efficientnet_b7-8,1_resnet101-8,2_vgg19-16
mps-uncap,0.8,86.44871950149535,49.408631324768066,17.769813537597656
mps-uncap,0.9,88.7637710571289,52.77630805969238,18.01457405090332
mps-uncap,1.0,89.55922126770021,53.134257793426514,17.957887649536133
mps-uncap,0.5,79.14251565933228,38.476526737213135,17.34184741973877
mps-uncap,0.6,82.23587512969969,47.74958610534667,17.667989730834964
mps-uncap,0.7,87.46391296386717,49.34740543365479,18.012704849243168
mps-uncap,0.1,62.56654739379883,37.80472517013545,21.211202144622792
mps-uncap,0.2,54.145028591156006,31.88793659210199,17.01862096786499
mps-uncap,0.3,56.19975805282598,37.66640663146968,17.117297649383563
mps-uncap,0.4,68.00065040588377,40.76569318771363,16.72964572906494
