mode,load,0_resnet18-8,1_resnet18-8,2_resnet18-8,3_resnet18-8
mig,0.1,159.46125984191895,166.6562557220459,116.09816551208496,145.33591270446777
mig,0.2,14.326810836791992,13.785362243652344,16.357421875,21.975040435791016
mig,0.3,16.268491744995117,17.600536346435547,19.260406494140625,26.77774429321289
mig,0.4,22.58157730102539,22.830963134765625,23.76270294189453,43.88427734375
mig,0.5,38.28787803649902,26.16143226623535,27.031421661376953,45.27878761291504
mig,0.6,37.718772888183594,27.986526489257812,35.78972816467285,56.84804916381836
mig,0.7,48.863887786865234,41.38350486755371,49.73149299621582,75.57106018066406
mig,0.8,64.17584419250488,69.35930252075195,75.96731185913086,110.99410057067871
mig,0.9,91.11666679382324,95.19004821777344,93.86777877807617,151.92651748657227
mig,1.0,417.73128509521484,187.20054626464844,160.3565216064453,920.4132556915283
