mode,load,0_resnet18-8,1_resnet18-8,2_resnet18-8,3_resnet18-8
mig,0.1,0.010251998901367188,0.010728836059570312,0.010967254638671875,0.012159347534179688
mig,0.2,0.011444091796875,0.011205673217773438,0.008106231689453125,0.011682510375976562
mig,0.3,0.010013580322265625,0.01049041748046875,0.009775161743164062,0.011205673217773438
mig,0.4,0.010728836059570312,0.009775161743164062,0.009775161743164062,0.01049041748046875
mig,0.5,0.010013580322265625,0.008821487426757812,0.009059906005859375,0.009059906005859375
mig,0.6,0.007867813110351562,0.008106231689453125,0.008344650268554688,0.01049041748046875
mig,0.7,0.008344650268554688,0.008344650268554688,0.00858306884765625,0.009059906005859375
mig,0.8,0.00858306884765625,0.00858306884765625,0.008821487426757812,0.010251998901367188
mig,0.9,0.00858306884765625,0.00858306884765625,0.009775161743164062,0.009775161743164062
mig,1.0,0.010251998901367188,0.010013580322265625,0.010013580322265625,0.011920928955078125
