mode,load,0_resnet18-8,1_resnet18-8,2_resnet18-8,3_resnet18-8
mig,0.1,3.835916519165039,3.898143768310547,3.8957595825195312,7.593870162963867
mig,0.2,3.8442611694335938,3.8971900939941406,3.8933753967285156,7.583379745483398
mig,0.3,3.84521484375,3.893136978149414,3.8907527923583984,7.575035095214844
mig,0.4,3.848552703857422,3.8957595825195312,3.894805908203125,7.566213607788086
mig,0.5,3.8444995880126953,3.897428512573242,3.8886070251464844,7.564067840576172
mig,0.6,3.8385391235351562,3.8962364196777344,3.8928985595703125,7.56382942199707
mig,0.7,3.8433074951171875,3.8919448852539062,3.8950443267822266,7.571220397949219
mig,0.8,3.8461685180664062,3.903627395629883,3.89862060546875,7.577657699584961
mig,0.9,3.8459300994873047,3.9048194885253906,3.8928985595703125,7.5817108154296875
mig,1.0,3.8521289825439453,3.9055347442626953,3.8988590240478516,7.593870162963867
