mode,load,0_vgg16-32,1_squeezenet1_0-32,2_vgg11-2
mps-uncap,1.0,1118.105694737666,1118.1047227414927,187.39823566361113
mig,1.0,727.2073310330276,1463.3020934577376,426.6022843515972
