mode,load,0_alexnet-16,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,1.4729499816894531,3.4232139587402344,2.345561981201172
mps-uncap,0.9,1.6541481018066406,3.583192825317383,2.3560523986816406
mps-uncap,1.0,1.8377304077148438,3.5469532012939453,2.367258071899414
mps-uncap,0.5,1.4874935150146484,3.4172534942626953,2.330780029296875
mps-uncap,0.6,1.4722347259521484,3.431081771850586,2.321004867553711
mps-uncap,0.7,1.4405250549316406,3.3843517303466797,2.3300647735595703
mps-uncap,0.1,1.5211105346679688,4.25410270690918,2.3822784423828125
mps-uncap,0.2,1.493692398071289,4.06956672668457,2.3310184478759766
mps-uncap,0.3,1.4884471893310547,3.3898353576660156,2.336263656616211
mps-uncap,0.4,1.5001296997070312,3.4072399139404297,2.336740493774414
