mode,load,0_alexnet-16,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,4.129915237426757,8.474204540252686,5.980138778686528
mps-uncap,0.9,3.5621213912963863,8.883142471313478,6.22604370117187
mps-uncap,1.0,3.6440372467041016,8.965206146240234,6.342887878417969
mps-uncap,0.5,4.909200668334958,8.521413803100584,5.733394622802734
mps-uncap,0.6,4.696693420410158,9.298653602600098,5.81315517425537
mps-uncap,0.7,4.807047843933101,8.324861526489258,5.816459655761719
mps-uncap,0.1,4.916820526123056,8.839738368988035,5.657460689544679
mps-uncap,0.2,4.747014045715333,8.551039695739748,5.452554225921628
mps-uncap,0.3,4.682421684265134,9.061436653137205,5.648970603942871
mps-uncap,0.4,4.932847023010252,9.320926666259764,5.7435035705566415
