mode,load,0_alexnet-16,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,36.1163568496704,29.6831989288329,30.93612670898442
mps-uncap,0.9,2253.0188083648677,99.88849163055423,153.41300964355455
mps-uncap,1.0,11601.840686798096,191.0481691360475,4539.080858230591
mps-uncap,0.5,8.86391639709471,13.927888870239231,8.819675445556625
mps-uncap,0.6,10.022454261779785,16.18426322937014,10.221509933471662
mps-uncap,0.7,15.341033935546802,19.96403932571411,21.172258853912307
mps-uncap,0.1,3.542337417602543,6.911921501159665,3.0473899841308603
mps-uncap,0.2,5.072932243347169,12.26995468139649,4.2948079109191815
mps-uncap,0.3,7.426645755767815,13.313739299774166,5.479156970977783
mps-uncap,0.4,8.897280693054192,14.362678527832019,7.185025215148928
