mode,load,0_alexnet-16,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,1.486063003540039,3.445148468017578,2.367258071899414
mps-uncap,0.9,1.7304420471191406,3.9343833923339844,2.3746490478515625
mps-uncap,1.0,1.9266605377197266,3.5583972930908203,2.378702163696289
mps-uncap,0.5,1.4986991882324219,3.4966468811035156,2.344846725463867
mps-uncap,0.6,1.4836788177490234,3.4461021423339844,2.3353099822998047
mps-uncap,0.7,1.4634132385253906,3.415346145629883,2.3512840270996094
mps-uncap,0.1,1.5711784362792969,4.288434982299805,2.410411834716797
mps-uncap,0.2,1.5249252319335938,4.107475280761719,2.3453235626220703
mps-uncap,0.3,1.5244483947753906,3.6516189575195312,2.354145050048828
mps-uncap,0.4,1.5158653259277344,3.4432411193847656,2.351045608520508
