mode,load,0_alexnet-16,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,0.009298324584960938,0.009298324584960938,0.009298324584960938
mps-uncap,0.9,0.010013580322265625,0.010251998901367188,0.009298324584960938
mps-uncap,1.0,0.010728836059570312,0.009298324584960938,0.011444091796875
mps-uncap,0.5,0.009059906005859375,0.011205673217773438,0.011205673217773438
mps-uncap,0.6,0.008821487426757812,0.009059906005859375,0.009059906005859375
mps-uncap,0.7,0.008821487426757812,0.009775161743164062,0.009298324584960938
mps-uncap,0.1,0.013113021850585938,0.01239776611328125,0.012159347534179688
mps-uncap,0.2,0.011920928955078125,0.013828277587890625,0.012874603271484375
mps-uncap,0.3,0.011444091796875,0.012159347534179688,0.011682510375976562
mps-uncap,0.4,0.009298324584960938,0.011444091796875,0.011444091796875
