mode,load,0_alexnet-16,1_resnet34-8,2_vgg19-2
mps-uncap,0.8,59.442996978759766,69.81325149536133,54.44765090942383
mps-uncap,0.9,2290.025234222412,133.91351699829102,188.64798545837402
mps-uncap,1.0,11745.173692703247,259.7165107727051,4583.158493041992
mps-uncap,0.5,25.15697479248047,30.32207489013672,22.833824157714844
mps-uncap,0.6,25.358915328979492,40.44175148010254,23.611783981323242
mps-uncap,0.7,28.951644897460938,70.91951370239258,38.48528861999512
mps-uncap,0.1,11.895895004272461,15.80810546875,9.182214736938477
mps-uncap,0.2,15.442132949829102,33.574819564819336,11.041402816772461
mps-uncap,0.3,19.249916076660156,27.651548385620117,17.800092697143555
mps-uncap,0.4,22.806406021118164,33.09202194213867,21.729469299316406
