mode,load,0_squeezenet1_1-16,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,1.0,14.902830123901367,15.568971633911133,14.400959014892578
mig,1.0,18.795251846313477,14.873504638671875,18.629074096679688
