mode,load,0_squeezenet1_1-16,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,1.0,14.903068542480469,15.569210052490234,14.40119743347168
mig,1.0,18.795251846313477,14.873504638671875,18.62931251525879
