mode,load,0_mobilenet_v2-32,1_densenet201-16,2_mobilenet_v3_small-32
mps-uncap,1.0,12.73953914642334,45.10345458984375,11.710786819458008
mig,1.0,12.987995147705078,46.5362548828125,7.590246200561524
