mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_mobilenet_v3_large-16,3_resnet101-32
mps-uncap,1.0,2045.0013321030171,379.41451484040397,1022.4875837214926,816.5675875143594
