mode,load,0_densenet121-4,1_efficientnet_b7-4,2_vgg16-4
mps-uncap,0.8,16.95239782333374,31.66828155517578,4.967424869537353
mps-uncap,0.9,17.426748275756836,30.185832977294922,5.152881145477295
mps-uncap,1.0,17.94528007507324,30.64441680908203,5.264647006988529
mps-uncap,0.5,16.75627946853638,27.128827571868893,4.744095802307129
mps-uncap,0.6,16.07940673828125,28.084416389465332,4.857053756713867
mps-uncap,0.7,16.359348297119137,29.013395309448242,4.884974956512451
mps-uncap,0.1,19.165773391723633,33.1569504737854,4.03156280517578
mps-uncap,0.2,19.36765193939209,32.394258975982666,4.411935806274416
mps-uncap,0.3,19.225964546203613,32.336163520812974,4.503152370452881
mps-uncap,0.4,18.792235851287842,27.148187160491947,4.597103595733642
