mode,load,0_densenet121-4,1_efficientnet_b7-4,2_vgg16-4
mps-uncap,0.8,6.836175918579102,13.054370880126953,2.8734207153320312
mps-uncap,0.9,6.985902786254883,13.06915283203125,2.8765201568603516
mps-uncap,1.0,7.134914398193359,17.016172409057617,2.8846263885498047
mps-uncap,0.5,6.91533088684082,12.972831726074219,2.8815269470214844
mps-uncap,0.6,6.923437118530273,12.902259826660156,2.8886795043945312
mps-uncap,0.7,6.806850433349609,12.850522994995117,2.8815269470214844
mps-uncap,0.1,7.003068923950195,13.181209564208984,2.8848648071289062
mps-uncap,0.2,6.980180740356445,13.087749481201172,2.8769969940185547
mps-uncap,0.3,6.9408416748046875,12.714624404907227,2.8793811798095703
mps-uncap,0.4,6.969928741455078,12.865781784057617,2.882719039916992
