mode,load,0_densenet121-4,1_efficientnet_b7-4,2_vgg16-4
mps-uncap,0.8,10.593533515930176,21.605968475341797,3.7358999252319336
mps-uncap,0.9,13.411998748779297,26.734113693237305,4.061222076416016
mps-uncap,1.0,15.73801040649414,28.79929542541504,4.286766052246094
mps-uncap,0.5,11.291146278381348,18.239617347717285,3.3010244369506836
mps-uncap,0.6,9.998083114624023,18.4556245803833,3.4117698669433594
mps-uncap,0.7,9.713172912597656,19.771695137023926,3.5604238510131836
mps-uncap,0.1,16.878604888916016,22.74465560913086,3.0281543731689453
mps-uncap,0.2,16.239643096923828,21.78359031677246,3.020048141479492
mps-uncap,0.3,12.642383575439453,20.91050148010254,3.0279159545898438
mps-uncap,0.4,12.1229887008667,18.412113189697266,3.1284093856811523
