mode,load,0_alexnet-8,1_alexnet-8
mig,0.1,559.998122161352,474.582393110117
mig,0.2,1121.2773366566669,957.5295083827951
mig,0.3,1656.2157426094152,1457.6760542022125
mig,0.4,2177.599205537645,1928.283494153999
mig,0.5,2720.1471007174414,2432.0418703752757
mig,0.6,3320.7618179514875,2767.356846600973
mig,0.7,3755.4890966690295,3325.986966700272
mig,0.8,4424.2778984775705,3772.0670689943354
mig,0.9,5033.09395660313,4276.361836337128
mig,1.0,5133.317808184762,4334.640902697165
