mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_vgg13-4
mps-uncap,1.0,0.012159347534179688,0.000476837158203125,0.0007152557373046875,0.0007152557373046875
