mode,load,0_densenet161-2,1_efficientnet_b6-8,2_resnet50-8
mps-uncap,0.8,77.4425010918584,291.48390038732674,927.5824687955135
mps-uncap,0.9,91.16408935424826,330.36208047988515,1033.8423322996018
mps-uncap,1.0,101.41665850086176,374.795531067251,1109.0926223224935
mps-uncap,0.5,51.11642315286116,183.11557744590252,576.5494980161156
mps-uncap,0.6,61.4738512621969,217.91605119809861,686.2097143066148
mps-uncap,0.7,70.96096439122859,265.5924672109168,778.3348632676872
mps-uncap,0.1,9.748409009674416,36.274806418217686,109.24281498058363
mps-uncap,0.2,20.464459439823727,69.76872278544221,226.99172081119934
mps-uncap,0.3,31.101432339206863,109.47238974333567,333.47749679115054
mps-uncap,0.4,39.14951245056908,146.35821129617534,447.2383096169404
