mode,load,0_densenet161-2,1_efficientnet_b6-8,2_resnet50-8
mps-uncap,0.8,106.84061050415039,158.8728427886963,68.43447685241699
mps-uncap,0.9,222.2311496734619,250.32424926757812,159.41119194030762
mps-uncap,1.0,713.1659984588623,824.4740962982178,2130.7687759399414
mps-uncap,0.5,72.44873046875,63.7354850769043,33.21099281311035
mps-uncap,0.6,71.20084762573242,74.21469688415527,45.8376407623291
mps-uncap,0.7,79.56671714782715,164.77322578430176,44.45171356201172
mps-uncap,0.1,47.23691940307617,44.48127746582031,16.793012619018555
mps-uncap,0.2,52.236080169677734,50.80413818359375,19.542932510375977
mps-uncap,0.3,54.044485092163086,60.07575988769531,28.394222259521484
mps-uncap,0.4,45.26066780090332,56.5953254699707,40.718793869018555
