mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_mobilenet_v3_large-4,3_resnet18-32
mps-uncap,1.0,0.0007152557373046875,0.009298324584960938,0.011444091796875,0.00095367431640625
