mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_mobilenet_v3_large-4,3_resnet18-32
mps-uncap,1.0,3226.3190029066113,231.5206465995262,413.78535613817553,4152.5581152337845
