mode,load,0_efficientnet_b7-2,1_resnet18-8,2_squeezenet1_0-8
mps-uncap,0.8,26.206216812133793,3.932178020477294,4.281220436096192
mps-uncap,0.9,25.906488895416253,3.5330963134765634,3.838872909545897
mps-uncap,1.0,26.103057861328118,4.114902019500732,3.295512199401855
mps-uncap,0.5,26.275045871734633,5.278120040893555,4.524054527282706
mps-uncap,0.6,26.404500007629395,4.5719146728515625,5.033879280090331
mps-uncap,0.7,26.1120080947876,4.578328132629395,4.966497421264648
mps-uncap,0.1,38.05482149124146,5.012309551239013,4.940507411956791
mps-uncap,0.2,36.749815940856934,5.013256072998047,4.766225814819336
mps-uncap,0.3,26.985063552856438,5.286252498626703,4.509396553039551
mps-uncap,0.4,26.421844959259037,4.745557308197019,5.075807571411132
