mode,load,0_efficientnet_b7-2,1_resnet18-8,2_squeezenet1_0-8
mps-uncap,0.8,70.45834323091299,2139.3701921828833,2141.395407633956
mps-uncap,0.9,81.1103762681727,2433.056281037445,2402.344439187119
mps-uncap,1.0,81.0511888555576,2324.335254170321,2661.5983288986995
mps-uncap,0.5,45.1630165397061,1320.8661738025778,1346.8577491595145
mps-uncap,0.6,54.68773569376858,1629.1754861052991,1613.5752638200142
mps-uncap,0.7,65.30481722269242,1832.0193833540059,1896.7066957944367
mps-uncap,0.1,9.381251685054158,284.0541678756137,273.96804528235305
mps-uncap,0.2,18.195056205646576,533.9901438258631,528.3147084496225
mps-uncap,0.3,26.37431157305999,817.3940719351946,819.21055839996
mps-uncap,0.4,33.14221323688334,1080.053346795401,1070.4752821841973
