mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-4,2_squeezenet1_0-32
mps-uncap,0.8,15.0299072265625,2.3336410522460938,5.568265914916992
mps-uncap,0.9,15.024185180664062,2.315998077392578,5.569696426391602
mps-uncap,1.0,15.542030334472656,2.426624298095703,5.581855773925781
mps-uncap,0.5,15.004158020019531,2.3496150970458984,5.558967590332031
mps-uncap,0.6,15.062093734741211,2.339601516723633,5.567073822021484
mps-uncap,0.7,14.992713928222656,2.3145675659179688,5.563020706176758
mps-uncap,0.1,15.02370834350586,2.413511276245117,5.584478378295898
mps-uncap,0.2,15.032052993774414,2.3632049560546875,5.568504333496094
mps-uncap,0.3,15.014886856079102,2.3212432861328125,5.575418472290039
mps-uncap,0.4,14.983892440795898,2.3529529571533203,5.574941635131836
