mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-4,2_squeezenet1_0-32
mps-uncap,0.8,36.90958023071289,7.1887969970703125,11.274933815002441
mps-uncap,0.9,62.03770637512207,9.375810623168945,16.77727699279785
mps-uncap,1.0,270.5456018447876,23.68903160095215,37.74452209472656
mps-uncap,0.5,22.98450469970703,6.513714790344238,7.100343704223633
mps-uncap,0.6,26.808738708496094,6.664276123046875,8.162736892700195
mps-uncap,0.7,30.766725540161133,6.913304328918457,9.134888648986816
mps-uncap,0.1,21.739721298217773,6.328344345092773,5.730152130126953
mps-uncap,0.2,21.52109146118164,6.035089492797852,5.710840225219727
mps-uncap,0.3,21.001100540161133,6.122231483459473,5.742549896240234
mps-uncap,0.4,19.997000694274902,6.4955949783325195,5.824446678161621
