mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-4,2_squeezenet1_0-32
mps-uncap,0.8,291.98598861694336,93.6129093170166,85.6161117553711
mps-uncap,0.9,354.602575302124,85.63351631164551,157.240629196167
mps-uncap,1.0,1108.619213104248,286.33785247802734,358.7651252746582
mps-uncap,0.5,101.32074356079102,30.274391174316406,41.49818420410156
mps-uncap,0.6,147.55010604858398,33.08582305908203,73.90880584716797
mps-uncap,0.7,137.8178596496582,38.71798515319824,48.44164848327637
mps-uncap,0.1,38.22970390319824,12.75324821472168,14.930963516235352
mps-uncap,0.2,49.45516586303711,20.998001098632812,22.556304931640625
mps-uncap,0.3,51.63860321044922,22.955656051635742,22.053956985473633
mps-uncap,0.4,65.23680686950684,26.0159969329834,28.97167205810547
