mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-4,2_squeezenet1_0-32
mps-uncap,0.8,37.339210510253906,11.650800704956055,10.769128799438477
mps-uncap,0.9,38.00320625305176,10.921239852905273,10.892391204833984
mps-uncap,1.0,39.24918174743652,13.195514678955078,10.724544525146484
mps-uncap,0.5,35.83121299743652,12.45880126953125,10.538101196289062
mps-uncap,0.6,37.66894340515137,10.890483856201172,11.426925659179688
mps-uncap,0.7,37.80674934387207,12.714862823486328,10.97249984741211
mps-uncap,0.1,27.715444564819336,11.15727424621582,10.039806365966797
mps-uncap,0.2,30.83634376525879,11.027336120605469,10.123014450073242
mps-uncap,0.3,33.556222915649414,10.591745376586914,10.228872299194336
mps-uncap,0.4,35.54940223693848,11.500120162963867,10.434627532958984
