mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-4,2_squeezenet1_0-32
mps-uncap,0.8,36.83900833129883,10.200614929199217,10.31041145324707
mps-uncap,0.9,37.24508285522461,10.4949951171875,10.340967178344725
mps-uncap,1.0,38.5480523109436,12.289478778839111,10.196666717529297
mps-uncap,0.5,34.98697519302368,10.26454210281372,9.88764762878418
mps-uncap,0.6,35.709505081176765,9.69914436340332,10.121901035308836
mps-uncap,0.7,36.58830642700195,10.701136589050286,9.962852001190186
mps-uncap,0.1,25.130786895751953,7.564237117767332,9.05342102050782
mps-uncap,0.2,28.913140296936035,8.181428909301767,9.85281229019165
mps-uncap,0.3,30.25155544281005,8.477308750152586,10.010318756103516
mps-uncap,0.4,32.97486305236815,10.1240873336792,9.917497634887695
