mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-4,2_squeezenet1_0-32
mps-uncap,0.8,26.536226272583008,5.577802658081055,7.325649261474609
mps-uncap,0.9,32.1955680847168,5.873680114746094,7.551908493041992
mps-uncap,1.0,35.961270332336426,7.106423377990723,7.685184478759766
mps-uncap,0.5,19.883036613464355,5.7402849197387695,5.714178085327148
mps-uncap,0.6,21.393418312072754,5.656123161315918,5.764007568359375
mps-uncap,0.7,23.79131317138672,5.608320236206055,6.677985191345215
mps-uncap,0.1,21.544218063354492,6.204009056091309,5.664348602294922
mps-uncap,0.2,21.24190330505371,5.901336669921875,5.641341209411621
mps-uncap,0.3,20.047545433044434,5.932927131652832,5.659818649291992
mps-uncap,0.4,19.394278526306152,6.0302019119262695,5.687594413757324
