mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-4,2_squeezenet1_0-32
mps-uncap,0.8,364.78124518486874,373.3270085797305,2901.1864327677213
mps-uncap,0.9,414.7914279393265,420.6281555019169,3288.8316834270913
mps-uncap,1.0,462.8773334442627,467.1585289445358,3619.4718753042007
mps-uncap,0.5,230.20608402692534,222.2677893141596,1835.4536167862022
mps-uncap,0.6,277.25293624682564,279.42626794034,2241.5426915507287
mps-uncap,0.7,323.7471858402451,318.906125425186,2554.861230595147
mps-uncap,0.1,46.772394684953774,45.51649768842388,380.6183358036565
mps-uncap,0.2,93.68584976247101,90.7253754300386,747.972596478419
mps-uncap,0.3,134.6844928934613,139.28993014729457,1048.5013716429294
mps-uncap,0.4,185.2742634462873,190.02249649091078,1465.243743020423
