mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_resnet101-32
mps-uncap,1.0,0.005245208740234375,0.000476837158203125,0.0050067901611328125,0.000476837158203125
