mode,load,0_vgg13-4,1_vgg13-4,2_vgg13-4,3_vgg13-4
mig,0.1,9.474611282348647,9.279727935791016,9.046554565429688,17.54140853881836
mig,0.2,13.866662979125977,13.947010040283203,13.151836395263672,28.467369079589854
mig,0.3,15.67990779876709,15.653800964355469,16.23821258544922,31.033039093017578
mig,0.4,18.724441528320316,16.971278190612793,17.25702285766602,34.804344177246094
mig,0.5,20.390152931213382,21.35896682739258,20.509958267211914,40.50576686859131
mig,0.6,25.75850486755371,24.887800216674805,25.36144256591797,48.784446716308594
mig,0.7,32.21006393432617,33.201313018798835,33.03422927856445,72.22647666931152
mig,0.8,46.74243927001953,44.734764099121094,45.34583091735842,97.96881675720215
mig,0.9,77.84116268157959,83.16221237182621,107.74455070495613,149.46875572204584
mig,1.0,222.91307449340823,707.5745582580568,249.83282089233396,741.0262823104858
