mode,load,0_vgg13-4,1_vgg13-4,2_vgg13-4,3_vgg13-4
mig,0.1,8.442029953002937,8.52894783020019,7.613964080810544,15.142431259155288
mig,0.2,14.233827590942383,12.048482894897349,11.825671195983858,26.154236793518116
mig,0.3,18.259866237640374,15.750846862792969,15.319585800170898,30.803585052490238
mig,0.4,27.58027076721193,19.916403293609633,20.934543609619123,42.826824188232266
mig,0.5,27.206051349639914,26.517028808593736,25.72237253189083,44.52470541000359
mig,0.6,33.608102798461914,41.49851799011224,36.69390678405765,59.70368862152098
mig,0.7,55.13525009155274,48.62249851226804,49.52762603759766,105.53476810455315
mig,0.8,91.87765121459947,64.47287559509276,73.15277099609366,147.10986614227323
mig,0.9,109.02583599090576,151.25060558319092,218.03627967834464,259.2330026626587
mig,1.0,291.3010501861572,783.4555196762084,314.00255918502813,815.2253031730652
