mode,load,0_mobilenet_v2-16,1_resnet152-32,2_squeezenet1_0-8
mps-uncap,0.8,4.001855850219727,31.56137466430664,1.9516944885253906
mps-uncap,0.9,4.910945892333984,39.3671989440918,4.017114639282227
mps-uncap,1.0,4.918575286865234,43.18666458129883,2.282857894897461
mps-uncap,0.5,4.006147384643555,27.063608169555664,1.9266605377197266
mps-uncap,0.6,4.011631011962891,27.631759643554688,1.9392967224121094
mps-uncap,0.7,4.081964492797852,27.168750762939453,1.947641372680664
mps-uncap,0.1,4.3354034423828125,28.18012237548828,2.489805221557617
mps-uncap,0.2,3.9920806884765625,26.89957618713379,1.9483566284179688
mps-uncap,0.3,3.9603710174560547,28.241634368896484,2.0380020141601562
mps-uncap,0.4,4.05573844909668,27.195215225219727,1.9683837890625
