mode,load,0_mobilenet_v2-16,1_resnet152-32,2_squeezenet1_0-8
mps-uncap,0.8,9.337425231933594,46.05281352996826,5.58161735534668
mps-uncap,0.9,8.812189102172852,48.97117614746094,6.602764129638672
mps-uncap,1.0,8.846282958984375,49.23248291015625,6.642341613769531
mps-uncap,0.5,7.133722305297852,35.76326370239258,3.8983821868896484
mps-uncap,0.6,7.239222526550293,39.106130599975586,4.311561584472656
mps-uncap,0.7,8.284687995910645,41.26250743865967,4.764199256896973
mps-uncap,0.1,9.352684020996094,31.197667121887207,4.024982452392578
mps-uncap,0.2,9.185552597045898,31.727075576782227,4.008769989013672
mps-uncap,0.3,8.419513702392578,33.18977355957031,3.864407539367676
mps-uncap,0.4,7.54702091217041,35.01009941101074,3.8099288940429688
